generated_at,2026-05-27 19:28:53 UTC,,,,,,,,,,
source_server,pethubonline.com,,,,,,,,,,
git_commit,e639440 Phase 9H: Sitemap/Taxonomy Recovery + Dog Food Publishing,,,,,,,,,,
generated_by,gen_phase9i.py,,,,,,,,,,
data_source_label,WordPress REST API v2 + Live HTML + post-sitemap.xml,,,,,,,,,,

Post ID,Source Slug,Link URL,Anchor Text,Rel,HTTP Status,Hub-Spoke,Draft/Trash Check,Pet Insurance Gate,Link Type
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-beds/,Cat Beds,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-collars/,Cat Collars,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-grooming/,Cat Grooming,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-litter-trays/,Cat Litter Trays,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-scratching-posts/,Cat Scratching Posts,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-supplies/,Cat Supplies,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-toys/,Cat Toys,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cookie-policy/,Cookie Policy,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-beds/,Dog Beds,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-bowls-feeding/,Dog Bowls &#038; Feeding,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-collars-leashes/,Dog Collars &amp; Leashes,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-grooming/,Dog Grooming,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-health-care/,Dog Health &#038; Care,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-supplies/,Dog Supplies,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-toys/,Dog Toys,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-training-behaviour/,Dog Training &#038; Behaviour,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/,Pet Hub Online – Pet Supplies Online,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/privacy-policy/,Privacy Policy,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/terms-and-conditions/,Terms and Conditions,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/blog/,Blog,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/about-us/,About Us,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/contact-pet-hub-online/,Contact Pet Hub Online,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dog-food-uk/,Best Dog Food UK – Complete Hub,,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dry-vs-wet-dog-food-uk/,Dry vs Wet Dog Food – Which Is Better?,,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-puppy-food-uk/,Best Puppy Food UK Guide,,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/?share=twitter,"Share on X (Opens in new window)
				X",nofollow noopener noreferrer,403,Yes,FAIL,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/?share=facebook,"Share on Facebook (Opens in new window)
				Facebook",nofollow noopener noreferrer,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dog-food-uk/,Previous  Best Dog Food UK (2026) &#8211; Complete Buying Gu,prev,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dry-vs-wet-dog-food-uk/,Next   Dry vs Wet Dog Food UK &#8211; An Honest Comparison G,next,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,Top Dog Toys Every Pet Owner Needs in 2026,bookmark noopener noreferrer,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/#respond,Leave a Comment,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/category/dog-supplies/,Dog Supplies,category tag,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/category/product-reviews/,Product Reviews,category tag,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dog-food-uk/,,,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dog-food-uk/,Best Dog Food UK (2026) &#8211; Complete Buying Guide,bookmark noopener noreferrer,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dog-food-uk/#respond,Leave a Comment,,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/category/dog-food/,Dog Food,category tag,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/category/dog-supplies/,Dog Supplies,category tag,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/category/product-reviews/,Product Reviews,category tag,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/#respond,Cancel reply,nofollow,200,Yes,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/dog-supplies/,Dog Supplies,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cat-supplies/,Cat Supplies,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/blog/,Blog,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/contact-pet-hub-online/,Contact Us,noopener,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/terms-and-conditions/,Terms &amp; Conditions,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/privacy-policy/,Privacy Policy,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/cookie-policy/,Cookie Policy,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://pethubonline.com/affiliate-disclosure/,Affiliate Disclosure,,200,No,OK,OK,Internal
3837,best-dry-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://uk.pinterest.com/PetHubOnline/,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://bsky.app/profile/pethubonline.bsky.social,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.linkedin.com/in/jason-parr-792238406/,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://www.youtube.com/@PetHubOnline,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3837,best-dry-dog-food-uk,https://cookiedatabase.org/tcf/purposes/,Read more about these purposes,noopener noreferrer nofollow,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://pethubonline.com/,,home,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/,Home,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-supplies/,Dog Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-toys/,Dog Toys,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-beds/,Dog Beds,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-collars-leashes/,Dog Collars &amp; Leashes,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-bowls-feeding/,Dog Bowls &#038; Feeding,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-grooming/,Dog Grooming,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-training-behaviour/,Dog Training &#038; Behaviour,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-health-care/,Dog Health &#038; Care,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-supplies/,Cat Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-toys/,Cat Toys,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-beds/,Cat Beds,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-collars/,Cat Collars,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-scratching-posts/,Cat Scratching Posts,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-litter-trays/,Cat Litter Trays,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-grooming/,Cat Grooming,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/blog/,Blog,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/about-us/,About Us,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/contact-pet-hub-online/,Contact Pet Hub Online,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/,,home,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/affiliate-disclosure/,Affiliate Disclosure,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-beds/,Cat Beds,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-collars/,Cat Collars,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-grooming/,Cat Grooming,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-litter-trays/,Cat Litter Trays,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-scratching-posts/,Cat Scratching Posts,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-supplies/,Cat Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-toys/,Cat Toys,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cookie-policy/,Cookie Policy,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-beds/,Dog Beds,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-bowls-feeding/,Dog Bowls &#038; Feeding,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-collars-leashes/,Dog Collars &amp; Leashes,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-grooming/,Dog Grooming,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-health-care/,Dog Health &#038; Care,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-supplies/,Dog Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-toys/,Dog Toys,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-training-behaviour/,Dog Training &#038; Behaviour,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/,Pet Hub Online – Pet Supplies Online,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/privacy-policy/,Privacy Policy,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/terms-and-conditions/,Terms and Conditions,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/blog/,Blog,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/about-us/,About Us,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/contact-pet-hub-online/,Contact Pet Hub Online,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/,Best Dry Dog Food UK,,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-wet-dog-food-uk/,Best Wet Dog Food UK,,404,No,FAIL,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-raw-dog-food-uk/,Best Raw Dog Food UK,,404,No,FAIL,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-grain-free-dog-food-uk/,Best Grain Free Dog Food UK,,404,No,FAIL,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-puppy-food-uk/,Best Puppy Food UK,,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-senior-dog-food-uk/,Best Senior Dog Food UK,,404,No,FAIL,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dog-food-uk/?share=twitter,"Share on X (Opens in new window)
				X",nofollow noopener noreferrer,403,Yes,FAIL,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dog-food-uk/?share=facebook,"Share on Facebook (Opens in new window)
				Facebook",nofollow noopener noreferrer,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,Previous  Essential Cat Supplies for Cat Owners &#8211; Numb,prev,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/,Next   Best Dry Dog Food UK (2026) &#8211; Evidence-Based Gu,next,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,Top Dog Toys Every Pet Owner Needs in 2026,bookmark noopener noreferrer,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/#respond,Leave a Comment,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/category/dog-supplies/,Dog Supplies,category tag,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/category/product-reviews/,Product Reviews,category tag,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/,,,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,bookmark noopener noreferrer,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/#respond,Leave a Comment,,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/category/dog-food/,Dog Food,category tag,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/category/dog-supplies/,Dog Supplies,category tag,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/category/product-reviews/,Product Reviews,category tag,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/author/jasonsarah2026/,jasonsarah2026,author,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/best-dog-food-uk/#respond,Cancel reply,nofollow,200,Yes,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/dog-supplies/,Dog Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cat-supplies/,Cat Supplies,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/blog/,Blog,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/contact-pet-hub-online/,Contact Us,noopener,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/terms-and-conditions/,Terms &amp; Conditions,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/privacy-policy/,Privacy Policy,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/cookie-policy/,Cookie Policy,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://pethubonline.com/affiliate-disclosure/,Affiliate Disclosure,,200,No,OK,OK,Internal
3836,best-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.facebook.com/profile.php?id=61589626250701,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://x.com/online_hub88911,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://uk.pinterest.com/PetHubOnline/,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.instagram.com/pethubonline1,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://bsky.app/profile/pethubonline.bsky.social,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.linkedin.com/in/jason-parr-792238406/,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://www.youtube.com/@PetHubOnline,,noopener noreferrer,EXTERNAL,N/A,OK,OK,External
3836,best-dog-food-uk,https://cookiedatabase.org/tcf/purposes/,Read more about these purposes,noopener noreferrer nofollow,EXTERNAL,N/A,OK,OK,External
